id,person_id,membership_status,member_type,join_date,membership_tier,invited_by,notes,created_at,updated_at
413,1532,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
414,1533,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
415,1534,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
416,1535,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
417,1536,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
418,1537,가입 완료,기존 멤버,,정회원,,24.4 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
419,1538,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
420,1539,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
421,1540,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
422,1541,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
423,1542,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
424,1543,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
425,1544,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
426,1545,가입 완료,기존 멤버,,임원(이사),,24.4 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
427,1546,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
428,1547,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
429,1548,가입 완료,기존 멤버,,정회원,,23.6 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
430,1549,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
431,1144,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
432,1550,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
433,1551,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
434,1552,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
435,1553,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
436,1554,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
437,1555,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
438,1556,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
439,1557,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
440,1558,가입 완료,기존 멤버,,임원(감사),,해당없음,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
441,1559,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
442,1560,가입 완료,신규 가입(서울대 과정 출신),,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
443,1561,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
444,1562,가입 완료,기존 멤버,,정회원,,25.7 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
445,1563,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
446,1564,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
447,1565,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
448,1566,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
449,1567,가입 완료,신규 가입(서울대 과정 출신),,임원(부회장),,"24.12 납입
연회비 납부 계획 없음(내부사정으로 연회비 예산 대거 축소)",2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
450,1568,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
451,1621,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
452,1622,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
453,1623,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
454,1624,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
455,1625,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
456,1626,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
457,1627,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
458,1628,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
459,1629,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
460,1630,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
461,1631,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
462,1632,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
463,1633,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
464,1634,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
465,1635,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
466,1636,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
467,1637,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
468,1638,가입 완료,기존 멤버,,임원(이사),,25.6 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
469,1639,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
470,1640,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
471,1641,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
472,1161,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
473,1642,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
474,1643,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
475,1644,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
476,1645,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
477,1646,가입 완료,기존 멤버,,정회원,,23.2 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
478,938,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
479,1647,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
480,1648,가입 완료,기존 멤버,,정회원,,26.2 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
481,1649,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
482,1650,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
483,1151,가입 완료,기존 멤버,,정회원,,23.6 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
484,1139,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
485,1651,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
486,1652,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
487,1653,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
488,1654,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
489,1655,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
490,1656,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
491,1657,가입 완료,기존 멤버,,정회원,,24.4 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
492,1658,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
493,1659,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
494,1660,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
495,1788,가입 완료,기존 멤버,,사무국/연구원,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
496,1789,가입 완료,기존 멤버,,사무국/연구원,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
497,1790,가입 완료,기존 멤버,,사무국/연구원,,26.4.30 사무실번호 변경 완료,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
